case_id,title,summary,free_text,category,category_slug,duration,daily_hours,invest_amount,revenue_amount,has_main_job,failure_reasons,difficulties,keywords,failure_category,risk_level,source,link,postdate,case_status
survey_attachment_success_011,"주식, 코인으로 250만 원 수익을 만든 사례","주식, 코인으로 250만 원 수익을 만든 사례","투자 · 재테크 부업을 1년 이상 동안 이어가며 3시간 정도를 꾸준히 투입했다. 초기 투자금은 50,000,000원 수준이었고, 수익은 월 평균 2,500,000원 정도였다. 진행 과정에서는 '자신감 · 경험 확보, 성취감 · 재미를 느낌'라는 응답이 나올 만큼 의미 있는 변화를 경험했고, 핵심 요인으로는 꾸준한 실행, 커뮤니티 활용, 고객 피드백 반영, 후기 · 리뷰 확보 및 알고리즘 · 노출 영향 등을 꼽았다. 운영하면서는 고객 반응 빠르게 확인하기, 시장 · 경쟁 사례 분석하기 및 타겟 고객층 명확하게 설정하기에 특히 신경 썼고, 부업 이후의 변화로는 '자신감상승'라고 답했다. 처음 시작하는 사람에게는 초반에 경청부터 점검하고, '사소한것이제일중요'라는 조언을 남겼다. 추가 메모로는 '꾸준함과포기하지않기'라고 적었다.",투자 · 재테크,investment,12,3,50000000,2500000,true,SUCCESS_STORY,고객 반응 빠르게 확인하기;시장 · 경쟁 사례 분석하기;타겟 고객층 명확하게 설정하기,꾸준한 실행;커뮤니티 활용;고객 피드백 반영;후기 · 리뷰 확보;알고리즘 · 노출 영향;경청,SUCCESS_STORY,HIGH,survey_attachment,,2026-06-14,SUCCESS
survey_attachment_success_012,"배달 (배민, 쿠팡이츠 등)으로 5000010만 원 수익을 만든 사례","배달 (배민, 쿠팡이츠 등)으로 5000010만 원 수익을 만든 사례","플랫폼 노동 부업을 1년 이상 동안 이어가며 3시간 정도를 꾸준히 투입했다. 초기 투자금은 0원 수준이었고, 수익은 월 평균 50,000,100,000원 정도였다. 진행 과정에서는 '실제 수익 발생, 첫 수익 발생 이후 유지'라는 응답이 나올 만큼 의미 있는 변화를 경험했고, 핵심 요인으로는 꾸준한 실행, 시간 관리 및 운 · 타이밍 등을 꼽았다. 운영하면서는 시장 · 경쟁 사례 분석하기 및 작업 시간 효율적으로 관리하기에 특히 신경 썼고, 부업 이후의 변화로는 '시간 남을때 소소하게 해서 소소하게 버는데 만족함'라고 답했다. 처음 시작하는 사람에게는 초반에 일상생활에 문제되지 않을것부터 점검하고, '천천히 시작해서 부담없이 하세요'라는 조언을 남겼다. 추가 메모로는 '부업이라하기에는 좀 아쉬운 앱테크.'라고 적었다.",플랫폼 노동,platform-labor,12,3,0,50000100000,true,SUCCESS_STORY,시장 · 경쟁 사례 분석하기;작업 시간 효율적으로 관리하기,꾸준한 실행;시간 관리;운 · 타이밍;일상생활에 문제되지 않을것,SUCCESS_STORY,LOW,survey_attachment,,2026-06-13,SUCCESS
survey_attachment_success_013,"스마트스토어, 쿠팡으로 10만 원 수익을 만든 사례","스마트스토어, 쿠팡으로 10만 원 수익을 만든 사례","온라인 판매·이커머스 부업을 6개월 동안 이어가며 6시간 정도를 꾸준히 투입했다. 초기 투자금은 100,000원 수준이었고, 수익은 월 평균 100,000원 정도였다. 진행 과정에서는 '실제 수익 발생, 첫 수익 발생 이후 유지'라는 응답이 나올 만큼 의미 있는 변화를 경험했고, 핵심 요인으로는 꾸준한 실행 등을 꼽았다. 운영하면서는 꾸준히 업로드 · 운영하기에 특히 신경 썼고, 부업 이후의 변화로는 '꾸준히 하면 좋아요'라고 답했다. 처음 시작하는 사람에게는 초반에 크게 시작하면 안되는 것 같아요부터 점검하고, '오래 걸릴 수 있어요'라는 조언을 남겼다. 추가 메모로는 '처음부터 큰 기대를 하지 말고 꾸준히 계속하다 보면 좋은 결과가 나온다고 생각해요'라고 적었다.",온라인 판매·이커머스,online-commerce,6,6,100000,100000,true,SUCCESS_STORY,꾸준히 업로드 · 운영하기,꾸준한 실행;크게 시작하면 안되는 것 같아요,SUCCESS_STORY,HIGH,survey_attachment,,2026-06-12,SUCCESS
survey_attachment_success_014,"배달 (배민, 쿠팡이츠 등)을 운영하며 배운 점을 정리한 사례","배달 (배민, 쿠팡이츠 등)을 운영하며 배운 점을 정리한 사례","플랫폼 노동 부업을 1개월 미만 동안 이어가며 2시간 정도를 꾸준히 투입했다. 초기 투자금은 0원 수준이었고, 큰 수익으로 바로 이어지지는 않았지만 경험을 쌓는 계기가 됐다. 진행 과정에서는 '실제 수익 발생'라는 응답이 나올 만큼 의미 있는 변화를 경험했고, 핵심 요인으로는 시간 관리 등을 꼽았다. 운영하면서는 초기 비용 최소화하기에 특히 신경 썼고, 부업 이후의 변화로는 '작은 돈이라도 벌수있음에 좋았다'라고 답했다. 처음 시작하는 사람에게는 초반에 꾸준함이다부터 점검하고, '너무 큰 수익은 기대하지 말기'라는 조언을 남겼다. 추가 메모로는 '돈을 조금이라도 벌어보고자 시도했으나 부업보다 본업에 더 집중하기로 했다 ㅜㅜ'라고 적었다.",플랫폼 노동,platform-labor,1,2,0,,true,SUCCESS_STORY,초기 비용 최소화하기,시간 관리;꾸준함이다,SUCCESS_STORY,LOW,survey_attachment,,2026-06-11,SUCCESS
survey_attachment_success_015,"유튜브, 블로그으로 2만 원 수익을 만든 사례","유튜브, 블로그으로 2만 원 수익을 만든 사례","콘텐츠 · SNS 부업을 6개월 동안 이어가며 1시간 정도를 꾸준히 투입했다. 초기 투자금은 100,000원 수준이었고, 수익은 월 평균 20,000원 정도였다. 진행 과정에서는 '성취감 · 재미를 느낌, 마케팅 · 운영 감각 향상'라는 응답이 나올 만큼 의미 있는 변화를 경험했고, 핵심 요인으로는 꾸준한 실행, 시장 조사, SNS · 마케팅, 차별화된 아이템, 시간 관리, 커뮤니티 활용, 플랫폼 선택, 후기 · 리뷰 확보, 알고리즘 · 노출 영향 및 관련 경험 · 실무 능력 등을 꼽았다. 운영하면서는 꾸준히 업로드 · 운영하기, 고객 반응 빠르게 확인하기, 리뷰 · 후기 관리하기, 시장 · 경쟁 사례 분석하기 및 SNS 노출 늘리기에 특히 신경 썼고, 부업 이후의 변화로는 '부업을 하려면 제대로 준비하고 해야한다'라고 답했다. 처음 시작하는 사람에게는 초반에 시장조사 마케팅이 중요하다부터 점검하고, '할 수 있는 선에서 부업을 시작하기'라는 조언을 남겼다. 추가 메모로는 '부업을 하여 했지만 생각보다 준비 부족으로 부업을 접었습니다'라고 적었다.",콘텐츠 · SNS,content-sns,6,1,100000,20000,true,SUCCESS_STORY,꾸준히 업로드 · 운영하기;고객 반응 빠르게 확인하기;리뷰 · 후기 관리하기;시장 · 경쟁 사례 분석하기;SNS 노출 늘리기,꾸준한 실행;시장 조사;SNS · 마케팅;차별화된 아이템;시간 관리;커뮤니티 활용;플랫폼 선택;후기 · 리뷰 확보;알고리즘 · 노출 영향;관련 경험 · 실무 능력;시장조사 마케팅이 중요하다,SUCCESS_STORY,MEDIUM,survey_attachment,,2026-06-10,SUCCESS
survey_attachment_success_016,"배달 (배민, 쿠팡이츠 등)으로 10만 원 수익을 만든 사례","배달 (배민, 쿠팡이츠 등)으로 10만 원 수익을 만든 사례","플랫폼 노동 부업을 2개월 동안 이어가며 1시간 정도를 꾸준히 투입했다. 초기 투자금은 20,000원 수준이었고, 수익은 월 평균 100,000원 정도였다. 진행 과정에서는 '실제 수익 발생, 성취감 · 재미를 느낌'라는 응답이 나올 만큼 의미 있는 변화를 경험했고, 핵심 요인으로는 가격 전략 및 플랫폼 선택 등을 꼽았다. 운영하면서는 꾸준히 업로드 · 운영하기, 고객 반응 빠르게 확인하기 및 초기 비용 최소화하기에 특히 신경 썼고, 부업 이후의 변화로는 '소소하게 일상에서 돈을 벌 수 있는 다른 수단들을 찾아보게 되었습니다.'라고 답했다. 처음 시작하는 사람에게는 초반에 일단 시작해보는 것.부터 점검하고, '생각보다 어렵지 않으니 시도할 용기를 내 보라고 말하고 싶습니다.'라는 조언을 남겼다. 추가 메모로는 '친구의 추천을 받고 시작했고 택배 포장 등에 대한 어려움이 있을 것 같아 망설였는데 생각보다 초기 자본도 많이 들지 않았고 혼자서도 할 만했습니다. 소소하게 들어오는 돈이 있으니 거기서 재미를 찾게 되는 것 같아요.'라고 적었다.",플랫폼 노동,platform-labor,2,1,20000,100000,true,SUCCESS_STORY,꾸준히 업로드 · 운영하기;고객 반응 빠르게 확인하기;초기 비용 최소화하기,가격 전략;플랫폼 선택;일단 시작해보는 것.,SUCCESS_STORY,LOW,survey_attachment,,2026-06-09,SUCCESS
survey_attachment_success_017,"배달 (배민, 쿠팡이츠 등)으로 1만 원 수익을 만든 사례","배달 (배민, 쿠팡이츠 등)으로 1만 원 수익을 만든 사례","플랫폼 노동 부업을 1년 이상 동안 이어가며 1시간 미만 정도를 꾸준히 투입했다. 초기 투자금은 0원 수준이었고, 수익은 월 평균 10,000원 정도였다. 진행 과정에서는 '실제 수익 발생'라는 응답이 나올 만큼 의미 있는 변화를 경험했고, 핵심 요인으로는 꾸준한 실행 등을 꼽았다. 운영하면서는 꾸준히 업로드 · 운영하기 및 멘탈 관리 · 번아웃 조절하기에 특히 신경 썼고, 부업 이후의 변화로는 '꾸준한 작은 습관 유지'라고 답했다. 처음 시작하는 사람에게는 초반에 습관화부터 점검하고, '큰 수익을 기대하지 말고 작은 수익부터 시작하면 좋다'라는 조언을 남겼다. 추가 메모로는 '부수입을 벌기 위해 시작했다. 습관화 된 이후로 일상에서 큰 어려움 없이 작지만 돈을 벌고 있다.'라고 적었다.",플랫폼 노동,platform-labor,12,1,0,10000,true,SUCCESS_STORY,꾸준히 업로드 · 운영하기;멘탈 관리 · 번아웃 조절하기,꾸준한 실행;습관화,SUCCESS_STORY,LOW,survey_attachment,,2026-06-08,SUCCESS
survey_attachment_success_018,"주식, 코인으로 30만 원 수익을 만든 사례","주식, 코인으로 30만 원 수익을 만든 사례","투자 · 재테크 부업을 1년 이상 동안 이어가며 1시간 미만 정도를 꾸준히 투입했다. 초기 투자금은 20,000,000원 수준이었고, 수익은 월 평균 300,000원 정도였다. 진행 과정에서는 '실제 수익 발생'라는 응답이 나올 만큼 의미 있는 변화를 경험했고, 핵심 요인으로는 꾸준한 실행 및 초기 자본 투자 등을 꼽았다. 운영하면서는 가격 전략 조정하기 및 멘탈 관리 · 번아웃 조절하기에 특히 신경 썼고, 부업 이후의 변화로는 '미래에대한 불안감이 줄어들었어요'라고 답했다. 처음 시작하는 사람에게는 초반에 무리하지 않고 할수있을 만큼만 하는거부터 점검하고, '너무 조급해하지 않았으면 좋겠어요'라는 조언을 남겼다. 추가 메모로는 '월급만으로는 도저히 재산 불리기가 안될거같아서 주식, 공모주를 시작했는데 든든한 제 보험이 됬어요! 무리 하지 말고 정말 괜찮은 주식 몇개만 정해서 적금 하는것처럼 꾸준히 적립식으로 사면 생각보다 많이 모여요!!'라고 적었다.",투자 · 재테크,investment,12,1,20000000,300000,true,SUCCESS_STORY,가격 전략 조정하기;멘탈 관리 · 번아웃 조절하기,꾸준한 실행;초기 자본 투자;무리하지 않고 할수있을 만큼만 하는거,SUCCESS_STORY,HIGH,survey_attachment,,2026-06-07,SUCCESS
survey_attachment_success_019,"주식, 코인으로 500만 원 수익을 만든 사례","주식, 코인으로 500만 원 수익을 만든 사례","투자 · 재테크 부업을 1년 이상 동안 이어가며 6시간 정도를 꾸준히 투입했다. 초기 투자금은 200,000,000원 수준이었고, 수익은 월 평균 5,000,000원 정도였다. 진행 과정에서는 '실제 수익 발생, 자신감 · 경험 확보'라는 응답이 나올 만큼 의미 있는 변화를 경험했고, 핵심 요인으로는 꾸준한 실행, 시간 관리, 커뮤니티 활용, 후기 · 리뷰 확보 및 알고리즘 · 노출 영향 등을 꼽았다. 운영하면서는 시장 · 경쟁 사례 분석하기, 초기 비용 최소화하기 및 작업 시간 효율적으로 관리하기에 특히 신경 썼고, 부업 이후의 변화로는 '꾸준히노력하는게중요'라고 답했다. 처음 시작하는 사람에게는 초반에 다양한정보획득후.개인소신중요부터 점검하고, '처음부터쉽게생각하면.후일무조건안좋은일생김.꾸준함이필요'라는 조언을 남겼다. 추가 메모로는 '직접체험.직접판단.다른이의말은참고용판단은개인스스로'라고 적었다.",투자 · 재테크,investment,12,6,200000000,5000000,true,SUCCESS_STORY,시장 · 경쟁 사례 분석하기;초기 비용 최소화하기;작업 시간 효율적으로 관리하기,꾸준한 실행;시간 관리;커뮤니티 활용;후기 · 리뷰 확보;알고리즘 · 노출 영향;다양한정보획득후.개인소신중요,SUCCESS_STORY,HIGH,survey_attachment,,2026-06-06,SUCCESS
survey_attachment_success_020,"배달 (배민, 쿠팡이츠 등)으로 15만 원 수익을 만든 사례","배달 (배민, 쿠팡이츠 등)으로 15만 원 수익을 만든 사례","플랫폼 노동 부업을 1년 이상 동안 이어가며 5시간 정도를 꾸준히 투입했다. 초기 투자금은 0원 수준이었고, 수익은 월 평균 150,000원 정도였다. 진행 과정에서는 '실제 수익 발생, 성취감 · 재미를 느낌'라는 응답이 나올 만큼 의미 있는 변화를 경험했고, 핵심 요인으로는 꾸준한 실행 및 시간 관리 등을 꼽았다. 운영하면서는 작업 시간 효율적으로 관리하기 및 꾸준히 테스트하고 수정하기에 특히 신경 썼고, 부업 이후의 변화로는 '생'라고 답했다. 처음 시작하는 사람에게는 초반에 시간을 쪼개쓰기시작한다부터 점검하고, '꾸준히가 중요하다'라는 조언을 남겼다. 추가 메모로는 '처음에는 큰돈을 벌기보단 생활비에 보태기워해 시작하게되었고 꾸준히 버티고 하다보니 자그만하게 수익이생겼고 그뒤부터는 자신감이 붙어서 더 열심히 활동하고 수익을 창출했다'라고 적었다.",플랫폼 노동,platform-labor,12,5,0,150000,true,SUCCESS_STORY,작업 시간 효율적으로 관리하기;꾸준히 테스트하고 수정하기,꾸준한 실행;시간 관리;시간을 쪼개쓰기시작한다,SUCCESS_STORY,LOW,survey_attachment,,2026-06-05,SUCCESS
