ad_score,bloggername,cafename,cafeurl,category,description,fail_reason,final_score,full_text_length,is_ad,keyword,link,noise_score,postdate,pubDate,side_score,source,success_score,title
0,"★★경제, 부업, 돈되는 이야기★★",,,기타,"성공적인 당근마켓 부업후기를 남기기 위해서는 '시행착오'를 두려워하지 않는 자세가 필요합니다.처음부터 완벽하게 준비하려 하기보다는, 작은 것부터 시작해서 고객의 반응을 살피고 계속해서 개선해 나가는...",성공 경험담 패턴 없음,5,4998,False,부업 성공 후기,https://blog.naver.com/lovevirus14/224222073134,0,20260319,,2,blog,3,"당근마켓 부업후기, 시행착오 끝에 나만의 성공법칙 찾기!"
0,misskorea456님의블로그,,,기타,자격증 취득 후 프리랜서 부업과 방과후교사로 활동 중이에요 자격증을 따고 나니 이걸 활용할 수 있는 길이 생각보다 훨씬 무궁무진하더라고요. 가장 좋은 점은 초기 자본이 거의 들지 않는 소자본 부업이나...,성공 경험담 패턴 없음,5,2325,False,부업 성공 후기,https://blog.naver.com/misskorea456/224273196355,0,20260503,,2,blog,3,초보 드로잉 실기 독학 방과후교사 공방 부업 성공한 후기예요
0,주식쇼퍼 - 투자도 쇼핑처럼,,,기타,이제 육아휴직을 끝내고 복직하는 직장인 아저씨가 1년간 도전했던 부업 도전 후기를 남겨봅니다.... 성공한건 무엇일까 시작하면서 손이 빠르다고 했습니다. 이녀석이 안된다면 다른 녀석을 키워보자고...,성공 경험담 패턴 없음,5,2078,False,부업 성공 후기,https://blog.naver.com/stockshopper/223785878352,0,20250307,,2,blog,3,직장인 1년 육아휴직과 부업 도전 후기 (성공과 실패)
0,숲속의사랑나무,,,기타,"주말알바 급여 필요하다면 부업으로 성공했던 후기 주말알바를 하게 된 건 아주 현실적인 이유 때문이었어요. 평일에는 고정적인 일이 있었지만, 그걸로는 생활비가 빠듯하다는 느낌이 들었고, 그렇다고 당장 큰...",성공 경험담 패턴 없음,8,2105,False,부업 성공 후기,https://blog.naver.com/y0eaxpfh/224123033550,0,20251226,,2,blog,6,주말알바 급여 필요하다면 부업으로 성공했던 후기
0,HIBIKI,,,기타,""" 이 포스팅을 업체로부터 소정의 수수료를 지급받고 작성한 글입니다 "" 가내부업 성공해서 편하게... 첫 주문은 당연히 조금 시간이 걸리긴 했지만 일주일 뒤부터 판매가 이뤄지고 나서 많은 분들이 후기를...",성공 경험담 패턴 없음,7,1395,False,부업 성공 후기,https://blog.naver.com/garbeekr/224103225788,0,20251209,,4,blog,3,가내부업 성공해서 편하게 수익내기
0,연우의 부업 스토리,,,기타,"부업 성공한 사람 후기 행동 1: 목표 설정과 계획 수립 부업 성공자들의 후기를 보면 대부분 처음부터 목표를 명확하게 세웠습니다. 예시 목표: 월 50만 원 이상 추가 수익 달성, 6개월 내 온라인 스토어 개설 실행...",성공 경험담 패턴 없음,7,2271,False,부업 성공 후기,https://blog.naver.com/zbootaue/223946785828,0,20250725,,4,blog,3,"부업 성공한 사람 후기, 그들이 공통적으로 한 행동 5가지"
0,용쓰 수다이야기,,,기타,얼마든지 부업으로 하기 좋아요 그리고 학력이나 나이에도 차별이 없으니 취미처럼 즐기며 돈 벌기 최적화 되어있죠 레진아트 몰드 같은 재료도 공짜로 지원받고 다양한 혜택도 받으며 시작이 가능하니까...,성공 경험담 패턴 없음,7,2137,False,부업 성공 후기,https://blog.naver.com/nike8319/223844113807,0,20250423,,4,blog,3,레진아트 몰드 지원받고 재택 부업 성공한 후기
0,linguistic_83507님의 블로그,,,기타,여자 남자 재택부업 실패 후 성공한 후기 성공을 향한 여정의 시작 여자 남자 누구나 한 번쯤은 꿈꾸는 성공적인 부업. 나 또한 예외는 아니었다. 그러나 다양한 부업 시도 끝에 실패하고 말았다. 주말재택알바...,성공 경험담 패턴 없음,7,990,False,부업 성공 후기,https://blog.naver.com/linguistic_83507/224250070970,0,20260502,,4,blog,3,여자 남자 재택부업 실패 후 성공한 후기
0,보람차게 살기,,,스마트스토어,"분의 후기를 보게 됐는데, 리본공예 재료를 지원받아 재택부업으로 판매 수익을 내고 있다는 거예요 교육부터 판매까지 지원해주는 전문 기관도 있더라구요! 이곳은 리본공예뿐만 아니라 40가지가 넘는 수공예...",성공 경험담 패턴 없음,11,1985,False,부업 성공 후기,https://blog.naver.com/handa1221/223994102841,0,20250905,,8,blog,3,리본공예재료쇼핑몰 안쓰고 부업 성공한 비밀
0,linguistic_83507님의 블로그,,,기타,"주부 임산부 디지털부업 실패 후 성공한 후기 첫만남 한 가지 기회가 찾아왔다. 너무나 소중한 기회였다. 나는 주부이자 임산부라는 이중 역할을 하고 있었지만, 뭔가 더 해야 한다는 생각이 들었다. 그런데...",성공 경험담 패턴 없음,5,1466,False,부업 성공 후기,https://blog.naver.com/linguistic_83507/224249950042,0,20260419,,2,blog,3,주부 임산부 디지털부업 실패 후 성공한 후기
0,"국내 최초 중고 노트북 부업, 창업 아카데미",,,기타,20대 30대 춘천부업 실패 후 성공한 후기 부업을 시작하고는 20대 30대 부업 실패 사례 20대 후반부터 30대 초반의 젊은이들이 부업을 시작하는 이유는 다양합니다. 다양한 부업 아이디어와 창업 사업 모델에 푹...,성공 경험담 패턴 없음,5,1830,False,부업 성공 후기,https://blog.naver.com/travel_8157/224175000755,0,20260305,,2,blog,3,20대 30대 춘천부업 실패 후 성공한 후기
0,town_601님의 블로그,,,스마트스토어,"여자 남자 컴퓨터로할수있는부업 실패 후 성공한 후기 부업을 통한 성공 스토리 2020년, 나는 쇼핑몰아이템을 판매하는 부업을 시작했다. 처음에는 부수익을 얻기 위한 간단한투잡으로 시작했지만, 뜻하지 않게...",성공 경험담 패턴 없음,11,1321,False,부업 성공 후기,https://blog.naver.com/town_601/224241354132,0,20260418,,8,blog,3,여자 남자 컴퓨터로할수있는부업 실패 후 성공한 후기
0,R=VD :),,,기타,수공예 부업이 인기가 많네요? 처음엔 저도 관심이 있었는데 손재주도 없고 할 줄 아는 수공예도 없어서... 재택부업 고민 많이 했었는데 리본공예DIY 배워서 판매하길 너무 잘한거 같아요. 제가 수공예...,성공 경험담 패턴 없음,7,2204,False,부업 성공 후기,https://blog.naver.com/watergilr/223736983395,0,20250128,,4,blog,3,리본공예DIY 배워서 부업 성공한 후기
0,"국내 최초 중고 노트북 부업, 창업 아카데미",,,기타,주부 임산부 논산부업 실패 후 성공한 후기 첫 번째 단락: 변화의 시작 그것은 나에게 변화를 가져다 주는 계기가 되었던 날이었다. 주부로서의 일상에 지치고 있던 나는 새로운 도전을 꿈꾸게 되었다....,성공 경험담 패턴 없음,5,1604,False,부업 성공 후기,https://blog.naver.com/equate_1523780/224174824259,0,20260301,,2,blog,3,주부 임산부 논산부업 실패 후 성공한 후기
0,"국내 최초 중고 노트북 부업, 창업 아카데미",,,기타,"주부 임산부 부업일자리 실패 후 성공한 후기 주부 시절의 부업 실패와 그에 따른 변화 주부 시절, 저는 주변에서 전단지를 접어 돈을 버는 1인사업 아이템을 시작했습니다. 처음에는 부업으로서의 재미와 기대...",성공 경험담 패턴 없음,5,1428,False,부업 성공 후기,https://blog.naver.com/letter_35/224173034062,0,20260228,,2,blog,3,주부 임산부 부업일자리 실패 후 성공한 후기
0,,,,기타,부업관심있어서 고민중인데 괜찮은가요? 안녕하세요! 재택부업 알아보고 계신가보네요~ 저도 학자금 대출과... 후배님들도 성공하셔서 언론 인터뷰에도 나왔어요! 그리고 대단한건 아니지만 후배님들에게 믿음을 주기위해 마케팅...,질문 글 (지식인),5,5949,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=354688142&qb=67aA7JeFIOyEseqztQ==&enc=utf8,2,,,4,kin,3,부업성공지원센터 어떤가요?
0,,,,기타,... 요즘 광고를 보면 누구나 쉽게 할 수 있다고 하는데 현실적으로는 어떤지 알고 싶어요 사기 피해를 피하는 방법이 있다면 알려주세요 또한 하루에 몇 시간 정도 투자해야 수익이 가능한지도 궁금합니다 주부부업을 성공한 사례는 많이...,질문 글 (지식인),5,2687,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=481311051&qb=67aA7JeFIOyEseqztQ==&enc=utf8,4,,,6,kin,3,주부부업을 통해 성공한 사례가 궁금해요!
0,,,,스마트스토어,... 집에서 하는 부업으로 성공한 사례도 많아요! 안정적인 수익을 기대할 수 있는 방법 중 하나는 온라인 쇼핑몰 운영이에요 초보자가 접근하기 쉬운 방법이니 한번 고려해보시길 바래요!!,성공 경험담 패턴 없음,10,2854,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40607&docId=481374759&qb=67aA7JeFIOyEseqztQ==&enc=utf8,2,,,6,kin,6,집에서하는부업을 통해 성공한 사례가 궁금해요!
0,,,,기타,... 시작하신 부업 성공하길 바랍니다. 혹시 시간적여유가 더 있다면 글쓰기에 자신이 있거나 창작활동에 취미가 있다면 다른 수익성 좋은 부업도 한번 권유해 드립니다. 이 곳에서 젊은 작가분들도 몇 분 배양해 냈습니다. 좋은 기회가 될...,성공 경험담 패턴 없음,5,1416,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40309&docId=455907297&qb=67aA7JeFIOyEseqztQ==&enc=utf8,2,,,4,kin,3,아이디어스 부업 및 세금관련 질문
0,,,,기타,... 꾸준히 매일매일 일도 하셔야 하구요~ ㅎㅎ 인터넷 부업성공 노하우의 기본!!!!! 1.긍정적인 생각 2.인내를 가지고 꾸준히 3.반드시 대박터진다 분명한것은 어려운일아닙니다 손해보는일도 아닙니다 꾸준히만 하실수 있으시다면 좋은...,성공 경험담 패턴 없음,11,2294,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=142909368&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,2,kin,9,퇴근후 저녁에 부업하고자합니다
0,,,,블로그,... 시작하시면 되어요:) 본사에서 지원해주는 자료들을 sns나 블로그에 올려주시기만 해도 수익이 날 수 있어요. 제가 있는 업계는 수익금도 가장 높아요! 수익금은 당연히 당일 지급 됩니다 ㅎㅎ 잘 알아보시고 부업 성공하시길 바래요!,성공 경험담 패턴 없음,11,3425,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=347816688&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,8,kin,3,직장인이 하기에 좋은 부업이나 투잡 없을까요?
0,,,,기타,... 1.자신의 경험이나 노하우를 최대한 살려라 2.정보를 많이 수집하라 3.재택부업성공하는 방법 우연히 아래에 사이트에 들르게 되었는데 다양한 정보가 많더라구여.. 한번 참고라도 해보세요... 참고:재택부업가이드,성공 경험담 패턴 없음,10,273,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=34374093&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,4,kin,6,POP 부업하려고 하는데요...
0,,,,기타,집에서하는부업을 하면서 성공한 사례가 궁금해요 정말로 안정적인 수입을 얻을 수 있는지 아니면 부업으로 적당한 수준인지 알고 싶어요 또한 초보자가 시작할 때 주의해야 할 점이 있으면 알려주세요 집에서 하는 부업으로 고수익을...,질문 글 (지식인),6,5799,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40613&docId=481320155&qb=67aA7JeFIOyEseqztQ==&enc=utf8,4,,,4,kin,6,집에서하는부업 하면 정말 고수익이 가능한가요?
0,,,,기타,... 2.십자수:십자수로 작품을 만든뒤에 뭐 인터넷으로 홈페이지를 만들어 파는것도 좋은것 갔습니다. 도움이 될것 같지는 않지만 이런것들은 열심히 배운다면은 쉽게 할수 있을 거라고 믿습니다~ 부업 성공하세요!,성공 경험담 패턴 없음,5,266,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=33726570&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,2,kin,3,부업할만한것
0,,,,유튜브,"... 유튜브 부업 성공을 위한 팁 처음부터 완벽하려 하지 말고 꾸준히 올리기 → 성장 속도는 꾸준함에서 갈립니다. 시청자와 소통하기 → 댓글, 커뮤니티 기능을 활용해 충성 구독자를 만드는 게 중요합니다. 트렌드와 장기 콘텐츠 균형...",질문 글 (지식인),12,1978,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=508&docId=486300480&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,6,kin,6,유튜브 부업하고 싶은데 어떻게 해야하나요?
0,,,,기타,"... ☘ 법무법인 에이엘 실제 승소사례 부업사기 피해금 전액 회복한 성공사례 부업사기 사건, 왜 법무법인 에이엘이여야 하는가? 1 수사기관의 내부 메커니즘 명확히 파악 : 에이엘의 대표변호사는 대형 로펌 및 군검사 출신으로...",성공 경험담 패턴 없음,5,7487,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602060402&docId=491512723&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,2,kin,3,팀미션부업사기??
0,,,,기타,"... 재택부업 성공한 하곽이 입니다~ . 하루하루 시간은 가고~ 나이는 먹어가고~ 모은 돈은 없구~.. . 요즘 물가도 비싸서 뭘 하기도 망설이시죠? . 저도 그랬답니다. 초기비용이 들어간다는 거에 뒷걸음 치고, 겁내고 망설였어요. . 그러다가...",성공 경험담 패턴 없음,9,3563,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=120917&docId=196999392&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,6,kin,3,얼마안된 시민입니다. 집에서 부업으로 머라도 좀 하고싶은
0,,,,기타,안녕하세요 쿠팡손부업 일을 열심히 해서 돈을 많이 벌었다는 이야기를 듣고 나두 열심히 해야겠다는 생각이 먼저 드네요 열심히 노력하면 쿠팡손부업으로도 성공할 수 있어요! 행운을 빌어요~,성공 경험담 패턴 없음,5,1826,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31402&docId=483796513&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,2,kin,3,~~쿠팡손부업 일을 하고 싶습니다?~~
0,,,,기타,... '나라고 부업으로 성공하지 말란 법은 없지!' 라는 생각으로 소소하게 '정말 한달에 30만원만 벌어보자' 하고 시작한 일이 지금은 너무나 익숙하게 하루하루 쌓이는 수익들을 보면서 뿌듯하고 조금 더 빨리 시작할 걸 하는 생각도...,성공 경험담 패턴 없음,7,2606,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=436251501&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,4,kin,3,카카오뷰 부업 해 보신분?
0,,,,기타,"제가 1월달에 3일에 걸쳐 부업사기로 총 9천 4백원 정도 피해를 입었습니다. 그 중에 대출이 3천만원이에요.... 마지막... 형사전문변호사 오지영의 실제 성공사례 ✅특수협박 및 특수상해 사건, 기소유예 판결 사례 ✅ 마약 기소유예 판결...",성공 경험담 패턴 없음,5,4525,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602060402&docId=492658310&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,2,kin,3,부업사기 피해
0,,,,기타,... 현재 부업사기를 당해서 그 부분을 신고하고 조사를 받으러 가는데 현재 제가 작년에 사기를 당해 대포통장... 한 성공사례를 보유하고 있습니다. 5. 본 변호사는 대한변호사협회에 등록된 형사전문(등록번호 제2019-297호) 변호사입니다....,성공 경험담 패턴 없음,5,1612,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=492984014&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,2,kin,3,"부업사기 고소 후 조사, 변호사 동행 필요할까요?"
0,,,,블로그,... 시작하시면 되어요:) 본사에서 지원해주는 자료들을 sns나 블로그에 올려주시기만 해도 수익이 날 수 있어요. 제가 있는 업계는 수익금도 가장 높아요! 수익금은 당연히 당일 지급 됩니다 ㅎㅎ 잘 알아보시고 부업 성공하시길 바래요!,성공 경험담 패턴 없음,9,2540,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=347765882&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,6,kin,3,고등학생이 돈 버는 방법 (인터넷 부업) 뭐가 있을까요...
0,,,,블로그,"... 많은 사람들이 블로그 부업을 통해 성공하고 수익을 창출하고 있습니다. 하지만 시작은 쉽지 않을 수 있으며, 꾸준한 노력과 시간 투자가 필요합니다. 그러므로 블로그 부업에 대해 충분히 연구하고, 개인의 역량과 관심사에 맞는...",성공 경험담 패턴 없음,9,3587,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=452624891&qb=67aA7JeFIOyEseqztQ==&enc=utf8,2,,,8,kin,3,블로그 부업 궁금하네요
0,,,,기타,"... *** 재택부업 성공한 하곽이 입니다~ 하루하루 시간은 가고~ 나이는 먹어가고~ 모은 돈은 없구~.. 요즘 물가도 비싸서 뭘 하기도 망설이시죠? 저도 그랬답니다. 초기비용이 들어간다는 거에 뒷걸음 치고, 겁내고 망설였어요. 그러다가...",성공 경험담 패턴 없음,9,4114,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=196066242&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,6,kin,3,소자본 창업 (부업) 타코야끼
0,,,,기타,... 아무런 지장없으셔요 ㅎㅎㅎ 걱정마시고 열심히 해보세요 좋은 일이있을거에요 재택부업 성공한 하곽이 입니다~ 하루하루 시간은 가고~ 나이는 먹어가고~ 모은 돈은 없구~.. 요즘 물가도 비싸서 뭘 하기도 망설이시죠? 저도...,성공 경험담 패턴 없음,7,2389,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=195545466&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,4,kin,3,공무원이 부업하면
0,,,,기타,"... 제가 말씀드린 3가지 조건에 나의 특별한 노력이 더해 져야만 재택부업도 성공 할 수 있답니다. 몇 가지 원칙을 더 가르쳐 드리고 싶지만 초보자에겐 저 3가지만 확실하게 따져보면 괜찮은 부업인지, 하면 안되는 부업인지 알 수...",성공 경험담 패턴 없음,7,4718,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=35531264&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,4,kin,3,집에서 할 수 있는 부업 ㅡ
0,,,,기타,... 이 재택부업은 성공 하겠다는 의지와 끈기만 있따면 성공 할 수 있다고 생각합니다. 정말 끈기 있는 분들이 하셧으면 좋겠습니다. 저같은 경우 불투명한 미래에 보험이라 생각하고 열심히 하고 있습니다.저와 함께 드림큐를...,본문 크롤링 실패,7,0,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=217461628&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,4,kin,3,부업 하고싶어요~
0,,,,기타,... 참여하는 다양한 부업정보 싸이트를 알게 됐는데요. 드림큐 헬드 클린위등 다양한 부업 성공 노하우나 요즘 신설 알바등 좋은정보를 공유하고 서로 토론하는 그런 곳이드라구요. 한번쯤 들러서 구경한번하셔도 될듯합니다.,성공 경험담 패턴 없음,8,5442,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40611&docId=186766171&qb=67aA7JeFIOyEseqztQ==&enc=utf8,2,,,4,kin,6,"드림큐 재택 근무 (부업,알바 ) 궁금한점?"
0,,,,기타,영상 시청 캡쳐를 하면 돈을 주는 부업이었습니다 이틀 정도하면 10만원 정도 주는 부업이었습니다. 거기서 하루에... 한 성공사례를 보유하고 있습니다. 5. 본 변호사는 대한변호사협회에 등록된 형사전문(등록번호 제2019-297호)...,성공 경험담 패턴 없음,5,1614,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=490154306&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,2,kin,3,"부업 사기 피해, 법적 문제 가능성은?"
0,,,,유튜브,... 2024년에는 제가 그저 능력이 부족하여 그런줄 알았으나 최근에 kbs 추적60분에서 나오는 온라인 고액 부업 강의 광고와 똑같은 수법을 통해 강의를 판매하는걸 알게 되었습니다. 광고에서는 “누구나 유튜브 쇼츠로 성공 가능”...,성공 경험담 패턴 없음,9,1156,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=493195195&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,6,kin,3,온라인 부업 강의 환불 가능성 및 법적 대응 방법
0,,,,기타,"학벌+부업으로 주식 성공vs부동산 비트코인 주식등.... 이런것으로 성공 -안녕하세요 자산관리사 김영현입니다. 학벌+부업 주식으로 성공 VS 부동산 비트코인 주식등..이런것으로 성공.. 질문자님에게 말씀드리자면, 투기와 투자는...",성공 경험담 패턴 없음,5,3776,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40102&docId=368447555&qb=67aA7JeFIOyEseqztQ==&enc=utf8,2,,,4,kin,3,"학벌+부업으로 주식vs 주식,비트코인 부동산..."
0,,,,유튜브,영상 조회수 올리는 부업이라고 속인 뒤 고수익 팀미션을 수행하도록 하여 저에게 120만원 정도를 입금시켰고 제가... 낸 성공사례를 다수 보유하고 있습니다(해결사례 참조). 최근에는 무죄 판결이 선고된 성공사례도 있습니다...,성공 경험담 패턴 없음,7,1553,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=492696347&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,4,kin,3,부업 사기 피해와 민사소송 대응 방법은?
0,,,,기타,... 집에서 하는 부업으로도 현실적인 수익을 올릴 수 있어요! 한 달에 몇 백만 원에서 몇 백만 원까지 벌 수 있고 시작 시 투자금은 가볍게 가능해요 집에서 혼자서 할 수 있는 일들이 많아요 부업을 하면서 성공한 사람들도 많아요!,성공 경험담 패턴 없음,9,3016,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=1210&docId=481218856&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,6,kin,3,집에서하는부업 하면 현실적으로 얼마나 벌 수 있을까요?
0,,,,기타,"... 부업으로 시작하는 재미와 이익! 포스팅에서 만나보세요! 부업의 성공 비결, 공개합니다! 이제 시작해보세요! 부업으로 새로운 도전, 함께 시작해보시겠어요? 부업으로 수익 창출, 당신의 인생을 더욱 풍요롭게 만들어보세요!",본문 크롤링 실패,10,0,False,부업 성공,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40309&docId=444934184&qb=67aA7JeFIOyEseqztQ==&enc=utf8,0,,,4,kin,6,공동구매중개를 부업으로 하려고합니다.
